Date and Time,Temperature,pH,Turbidity (NTU),Disease,Chemicals
1/28/2023 4:14,25.48,7.94,35,Optimal,Good
1/28/2023 4:15,25.48,7.93,35,Optimal,Good
1/28/2023 4:16,25.49,7.93,35,Optimal,Good
1/28/2023 4:17,25.51,7.92,35,Optimal,Good
1/28/2023 4:18,25.53,7.91,35,Optimal,Good
1/28/2023 4:19,25.52,7.9,35,Optimal,Good
1/28/2023 4:20,25.51,7.89,35,Optimal,Good
1/28/2023 4:21,25.54,7.89,35,Optimal,Good
1/28/2023 4:22,25.56,7.88,35,Optimal,Good
1/28/2023 4:23,25.59,7.87,35,Optimal,Good
1/28/2023 4:23,25.6,7.86,35,Optimal,Good
1/28/2023 4:24,25.6,7.85,35,Optimal,Good
1/28/2023 4:25,25.63,7.84,35,Optimal,Good
1/28/2023 4:26,25.66,7.84,35,Optimal,Good
1/28/2023 4:27,25.69,7.83,35,Optimal,Good
1/28/2023 4:28,25.73,7.82,35,Optimal,Good
1/28/2023 4:29,25.73,7.81,35,Optimal,Good
1/28/2023 4:30,25.76,7.8,35,Optimal,Good
1/28/2023 4:31,25.78,7.8,35,Optimal,Good
1/28/2023 4:32,25.82,7.79,35,Optimal,Good
1/28/2023 4:33,25.86,7.78,35,Optimal,Good
1/28/2023 4:34,25.88,7.77,35,Optimal,Good
1/28/2023 4:35,25.89,7.76,35,Optimal,Good
1/28/2023 4:36,25.9,7.76,35,Optimal,Good
1/28/2023 4:36,25.9,7.75,35,Optimal,Good
1/28/2023 4:37,25.94,7.74,35,Optimal,Good
1/28/2023 4:38,25.96,7.73,35,Optimal,Good
1/28/2023 4:39,25.99,7.72,35,Optimal,Good
1/28/2023 4:40,25.99,7.72,35,Optimal,Good
1/28/2023 4:41,25.03,7.71,35,Optimal,Good
1/28/2023 4:42,25.04,7.7,35,Optimal,Good
1/28/2023 4:43,25.05,7.69,35,Optimal,Good
1/28/2023 4:44,25.07,7.69,35,Optimal,Good
1/28/2023 4:45,28.1,6.58,35,Aeromonas,Sodium Carbanate
1/28/2023 4:46,28.11,6.57,35,Aeromonas,Sodium Carbanate
1/28/2023 4:47,28.15,6.56,35,Aeromonas,Sodium Carbanate
1/28/2023 4:48,28.19,6.56,35,Aeromonas,Sodium Carbanate
1/28/2023 4:49,29.25,6.55,35,Aeromonas,Sodium Carbanate
1/28/2023 4:50,29.22,6.54,35,Aeromonas,Sodium Carbanate
1/28/2023 4:51,28.19,6.53,35,Aeromonas,Sodium Carbanate
1/28/2023 4:52,29.28,6.53,35,Aeromonas,Sodium Carbanate
1/28/2023 4:53,29.29,6.52,35,Aeromonas,Sodium Carbanate
1/28/2023 4:54,29.34,6.51,35,Aeromonas,Sodium Carbanate
1/28/2023 4:55,29.36,6.51,35,Aeromonas,Sodium Carbanate
1/28/2023 4:56,29.4,7.6,35,Aeromonas,Good
1/28/2023 4:57,29.44,6.69,35,Aeromonas,Sodium Carbanate
1/28/2023 4:58,29.44,6.69,35,Aeromonas,Sodium Carbanate
1/28/2023 4:59,29.46,6.68,35,Aeromonas,Sodium Carbanate
1/28/2023 5:00,29.48,6.67,35,Aeromonas,Sodium Carbanate
1/28/2023 5:01,29.53,6.67,35,Aeromonas,Sodium Carbanate
1/28/2023 5:01,29.53,6.66,35,Aeromonas,Sodium Carbanate
1/28/2023 5:02,29.58,6.66,35,Aeromonas,Sodium Carbanate
1/28/2023 5:03,29.6,6.65,35,Aeromonas,Sodium Carbanate
1/28/2023 5:04,29.63,6.64,35,Aeromonas,Sodium Carbanate
1/28/2023 5:05,29.66,6.64,35,Aeromonas,Sodium Carbanate
1/28/2023 5:06,29.68,6.63,35,Aeromonas,Sodium Carbanate
1/28/2023 5:07,29.69,6.63,35,Aeromonas,Sodium Carbanate
1/28/2023 5:08,29.74,6.62,35,Aeromonas,Sodium Carbanate
1/28/2023 5:09,29.76,6.61,35,Aeromonas,Sodium Carbanate
1/28/2023 5:10,29.79,6.61,35,Aeromonas,Sodium Carbanate
1/28/2023 5:11,29.8,6.6,35,Aeromonas,Sodium Carbanate
1/28/2023 5:12,29.84,7.5,35,Aeromonas,Good
1/28/2023 5:13,29.89,6.79,35,Aeromonas,Sodium Carbanate
1/28/2023 5:14,29.91,6.79,35,Aeromonas,Sodium Carbanate
1/28/2023 5:15,29.95,6.79,35,Aeromonas,Sodium Carbanate
1/28/2023 5:17,29.99,6.78,35,Aeromonas,Sodium Carbanate
1/29/2023 5:18,20.03,7.48,35,Optimal,Good
1/29/2023 5:19,20.07,7.47,35,Optimal,Good
1/29/2023 5:20,20.1,7.47,35,Optimal,Good
1/29/2023 5:22,20.15,7.47,35,Optimal,Good
1/29/2023 5:22,20.15,7.47,35,Optimal,Good
1/29/2023 5:24,20.2,7.46,35,Optimal,Good
1/29/2023 5:25,20.25,7.46,35,Optimal,Good
1/29/2023 5:26,20.25,7.46,35,Optimal,Good
1/29/2023 5:27,20.31,7.45,35,Optimal,Good
1/29/2023 5:28,20.32,7.45,35,Optimal,Good
1/29/2023 5:29,20.35,7.45,35,Optimal,Good
1/29/2023 5:30,20.39,7.44,35,Optimal,Good
1/29/2023 5:32,20.41,7.44,35,Optimal,Good
1/29/2023 5:33,20.45,7.44,35,Optimal,Good
1/29/2023 5:34,20.47,7.44,35,Optimal,Good
1/29/2023 5:35,20.49,7.43,35,Optimal,Good
1/29/2023 5:36,20.5,7.43,35,Optimal,Good
1/29/2023 5:37,20.53,7.43,35,Optimal,Good
1/29/2023 5:38,20.57,7.43,35,Optimal,Good
1/29/2023 5:39,20.62,7.42,35,Optimal,Good
1/29/2023 5:40,20.65,7.42,35,Optimal,Good
1/29/2023 5:41,20.68,7.42,35,Optimal,Good
1/29/2023 5:42,20.69,7.42,35,Optimal,Good
1/29/2023 5:43,20.74,7.42,35,Optimal,Good
1/29/2023 5:44,20.79,7.41,35,Optimal,Good
1/29/2023 5:45,20.83,7.41,35,Optimal,Good
1/29/2023 5:46,20.86,7.41,35,Optimal,Good
1/29/2023 5:47,20.9,7.41,35,Optimal,Good
1/29/2023 5:48,20.94,7.41,35,Optimal,Good
1/29/2023 5:49,20.99,7.4,35,Optimal,Good
1/29/2023 5:50,21,7.4,35,Optimal,Good
1/29/2023 5:51,21.01,7.4,35,Optimal,Good
1/29/2023 5:52,21.05,7.4,35,Optimal,Good
1/29/2023 5:53,21.09,7.4,35,Optimal,Good
1/29/2023 5:54,21.12,7.4,32,Optimal,Good
1/29/2023 5:55,21.11,7.4,32,Optimal,Good
1/29/2023 5:55,21.15,7.59,32,Optimal,Good
1/29/2023 5:56,21.15,7.59,32,Optimal,Good
1/29/2023 5:57,21.19,7.59,32,Optimal,Good
1/29/2023 5:58,21.22,7.59,32,Optimal,Good
1/29/2023 5:59,21.27,7.59,32,Optimal,Good
1/29/2023 6:00,21.29,7.59,32,Optimal,Good
1/29/2023 6:01,21.33,7.59,32,Optimal,Good
1/29/2023 6:02,21.35,7.59,32,Optimal,Good
1/29/2023 6:03,21.38,7.59,32,Optimal,Good
1/29/2023 6:05,21.38,7.59,32,Optimal,Good
1/29/2023 6:06,21.4,7.58,32,Optimal,Good
1/29/2023 6:07,21.41,7.58,32,Optimal,Good
1/29/2023 6:08,21.4,7.58,32,Optimal,Good
1/29/2023 6:09,21.4,7.57,32,Optimal,Good
1/29/2023 6:10,21.4,7.57,32,Optimal,Good
1/29/2023 6:11,21.41,7.57,32,Optimal,Good
1/29/2023 6:12,21.42,7.57,32,Optimal,Good
1/29/2023 6:14,21.44,7.56,32,Optimal,Good
1/29/2023 6:15,21.45,7.56,32,Optimal,Good
1/29/2023 6:17,21.5,7.56,32,Optimal,Good
1/29/2023 6:17,21.51,7.55,32,Optimal,Good
1/29/2023 6:18,21.55,7.55,32,Optimal,Good
1/29/2023 6:19,21.59,7.55,32,Optimal,Good
1/29/2023 6:20,21.61,7.54,32,Optimal,Good
1/29/2023 6:21,21.62,7.54,32,Optimal,Good
1/29/2023 6:22,21.65,7.54,32,Optimal,Good
1/29/2023 6:23,21.67,7.53,32,Optimal,Good
1/29/2023 6:24,21.7,7.53,32,Optimal,Good
1/29/2023 6:25,21.74,7.53,32,Optimal,Good
1/29/2023 6:27,21.77,7.52,32,Optimal,Good
1/29/2023 6:28,21.79,7.52,32,Optimal,Good
1/29/2023 6:29,21.8,7.52,32,Optimal,Good
1/29/2023 6:30,21.84,7.51,32,Optimal,Good
1/29/2023 6:31,21.85,7.51,32,Optimal,Good
1/29/2023 6:33,21.85,7.51,32,Optimal,Good
1/29/2023 6:33,21.88,7.5,32,Optimal,Good
1/29/2023 6:34,21.91,7.5,32,Optimal,Good
1/29/2023 6:34,21.96,7.5,32,Optimal,Good
1/29/2023 6:35,21.99,7.5,32,Optimal,Good
1/29/2023 6:36,21.99,7.79,32,Optimal,Good
1/29/2023 6:37,23.02,7.79,32,Optimal,Good
1/29/2023 6:38,23.03,7.79,32,Optimal,Good
1/29/2023 6:39,23.04,7.78,32,Optimal,Good
1/29/2023 6:40,23.05,7.78,32,Optimal,Good
1/29/2023 6:41,23.09,7.78,32,Optimal,Good
1/29/2023 6:42,23.1,7.78,32,Optimal,Good
1/29/2023 6:43,23.13,7.77,32,Optimal,Good
1/29/2023 6:44,23.17,7.77,32,Optimal,Good
1/29/2023 6:45,23.22,7.77,32,Optimal,Good
1/29/2023 6:46,23.19,7.77,32,Optimal,Good
1/29/2023 6:46,23.28,7.19,32,Optimal,Good
1/29/2023 6:47,23.33,7.19,32,Optimal,Good
1/29/2023 6:48,23.36,7.19,32,Optimal,Good
1/29/2023 6:49,23.4,7.19,32,Optimal,Good
1/29/2023 6:50,23.41,7.75,32,Optimal,Good
1/29/2023 6:51,23.44,7.75,32,Optimal,Good
1/29/2023 6:52,23.46,7.75,32,Optimal,Good
1/29/2023 6:53,23.46,7.75,32,Optimal,Good
1/29/2023 6:54,23.48,7.74,32,Optimal,Good
1/29/2023 6:55,23.53,7.74,32,Optimal,Good
1/29/2023 6:56,23.58,7.74,32,Optimal,Good
1/29/2023 6:57,23.6,7.74,32,Optimal,Good
1/29/2023 6:58,23.61,7.74,32,Optimal,Good
1/29/2023 6:59,23.64,7.73,32,Optimal,Good
1/29/2023 6:59,23.67,7.73,32,Optimal,Good
1/29/2023 7:00,23.69,7.73,32,Optimal,Good
1/29/2023 7:01,23.71,7.73,32,Optimal,Good
1/29/2023 7:02,23.73,7.73,32,Optimal,Good
1/29/2023 7:03,23.74,7.73,32,Optimal,Good
1/29/2023 7:05,23.76,7.72,32,Optimal,Good
1/29/2023 7:06,23.77,7.72,32,Optimal,Good
1/29/2023 7:07,23.8,7.72,32,Optimal,Good
1/29/2023 7:08,23.83,7.72,32,Optimal,Good
1/29/2023 7:09,23.83,7.72,32,Optimal,Good
1/29/2023 7:10,23.86,7.72,32,Optimal,Good
1/29/2023 7:10,23.9,7.72,32,Optimal,Good
1/29/2023 7:11,23.93,7.71,32,Optimal,Good
1/29/2023 7:12,23.97,7.71,32,Optimal,Good
1/29/2023 7:13,23.01,7.71,32,Optimal,Good
1/29/2023 7:14,23.02,7.71,32,Optimal,Good
1/29/2023 7:15,23.03,7.71,32,Optimal,Good
1/29/2023 7:16,23.05,7.71,32,Optimal,Good
1/29/2023 7:17,23.09,7.71,32,Optimal,Good
1/29/2023 7:18,23.12,7.71,32,Optimal,Good
1/29/2023 7:19,23.14,7.71,32,Optimal,Good
1/29/2023 7:20,23.17,7.71,32,Optimal,Good
1/29/2023 7:21,23.17,7.7,32,Optimal,Good
1/29/2023 7:22,23.2,7.7,32,Optimal,Good
1/29/2023 7:22,23.24,7.7,32,Optimal,Good
1/29/2023 7:23,23.25,7.7,32,Optimal,Good
1/29/2023 7:24,23.29,7.7,32,Optimal,Good
1/29/2023 7:25,23.3,7.7,32,Optimal,Good
1/29/2023 7:26,23.29,7.7,32,Optimal,Good
1/29/2023 7:27,23.32,7.7,32,Optimal,Good
1/29/2023 7:28,23.33,7.7,32,Optimal,Good
1/29/2023 7:29,23.34,7.7,32,Optimal,Good
1/29/2023 7:30,23.35,7.7,32,Optimal,Good
1/29/2023 7:31,23.35,7.7,32,Optimal,Good
1/29/2023 7:32,23.37,7.7,32,Optimal,Good
1/29/2023 7:33,23.4,7.7,32,Optimal,Good
1/29/2023 7:34,23.42,7.7,32,Optimal,Good
1/29/2023 7:34,23.42,7.7,32,Optimal,Good
1/29/2023 7:35,23.44,7.7,32,Optimal,Good
1/29/2023 7:36,23.45,7.7,32,Optimal,Good
1/29/2023 7:37,23.44,7.7,32,Optimal,Good
1/29/2023 7:38,23.44,7.7,32,Optimal,Good
1/29/2023 7:39,23.44,7.7,32,Optimal,Good
1/29/2023 7:40,23.44,7.7,32,Optimal,Good
1/29/2023 7:41,23.44,7.7,32,Optimal,Good
1/29/2023 7:42,23.43,7.7,32,Optimal,Good
1/29/2023 7:43,23.44,7.7,32,Optimal,Good
1/29/2023 7:44,23.45,7.7,32,Optimal,Good
1/29/2023 7:45,23.45,7.7,32,Optimal,Good
1/29/2023 7:45,23.48,7.7,32,Optimal,Good
1/29/2023 7:46,23.49,7.7,32,Optimal,Good
1/29/2023 7:47,23.52,7.7,32,Optimal,Good
1/29/2023 7:48,23.51,7.7,32,Optimal,Good
1/30/2023 7:49,29.52,7.2,32,Aeromonas,Good
1/30/2023 7:50,29.52,7.2,32,Aeromonas,Good
1/30/2023 7:51,29.5,7.2,32,Aeromonas,Good
1/30/2023 7:52,29.52,7.2,32,Aeromonas,Good
1/30/2023 7:53,29.52,7.2,32,Aeromonas,Good
1/30/2023 7:54,29.51,7.2,29,Aeromonas,Good
1/30/2023 7:55,29.51,7.2,29,Aeromonas,Good
1/30/2023 7:56,29.52,7.2,29,Aeromonas,Good
1/30/2023 7:56,29.55,7.2,29,Aeromonas,Good
1/30/2023 7:57,29.57,7.21,29,Aeromonas,Good
1/30/2023 7:58,29.59,7.21,29,Aeromonas,Good
1/30/2023 7:59,29.58,7.21,29,Aeromonas,Good
1/30/2023 8:00,29.61,7.21,29,Aeromonas,Good
1/30/2023 8:01,29.63,7.21,29,Aeromonas,Good
1/30/2023 8:02,29.66,7.21,29,Aeromonas,Good
1/30/2023 8:03,29.67,7.21,29,Aeromonas,Good
1/30/2023 8:04,29.66,7.21,29,Aeromonas,Good
1/30/2023 8:05,29.68,7.21,29,Aeromonas,Good
1/30/2023 8:06,29.67,7.21,29,Aeromonas,Good
1/30/2023 8:07,29.68,7.21,29,Aeromonas,Good
1/30/2023 9:08,29.68,7.22,29,Aeromonas,Good
1/30/2023 9:09,29.7,7.22,29,Aeromonas,Good
1/30/2023 9:10,29.71,7.22,29,Aeromonas,Good
1/30/2023 9:11,29.73,7.22,29,Aeromonas,Good
1/30/2023 9:12,29.75,7.22,29,Aeromonas,Good
1/30/2023 9:13,29.76,7.22,29,Aeromonas,Good
1/30/2023 9:14,29.78,7.22,29,Aeromonas,Good
1/30/2023 9:15,29.77,7.22,29,Aeromonas,Good
1/30/2023 9:16,29.79,7.22,29,Aeromonas,Good
1/30/2023 9:17,29.79,7.22,29,Aeromonas,Good
1/30/2023 9:18,29.79,7.22,29,Aeromonas,Good
1/30/2023 9:19,29.79,7.22,29,Aeromonas,Good
1/30/2023 9:20,29.77,7.22,29,Aeromonas,Good
1/30/2023 9:21,29.78,7.22,29,Aeromonas,Good
1/30/2023 9:23,29.77,7.22,29,Aeromonas,Good
1/30/2023 9:24,29.77,7.22,29,Aeromonas,Good
1/30/2023 9:25,29.78,7.22,29,Aeromonas,Good
1/30/2023 9:26,29.77,7.22,29,Aeromonas,Good
1/30/2023 9:27,29.79,7.22,29,Aeromonas,Good
1/30/2023 9:28,29.77,7.22,29,Aeromonas,Good
1/30/2023 9:29,29.77,7.22,29,Aeromonas,Good
1/30/2023 9:30,29.76,7.22,29,Aeromonas,Good
1/30/2023 9:31,29.76,7.22,29,Aeromonas,Good
1/30/2023 9:32,29.75,7.22,29,Aeromonas,Good
1/30/2023 9:33,29.77,7.22,29,Aeromonas,Good
1/30/2023 9:34,29.78,7.22,29,Aeromonas,Good
1/30/2023 9:35,29.79,7.22,29,Aeromonas,Good
1/30/2023 9:36,29.8,7.22,29,Aeromonas,Good
1/30/2023 9:37,29.78,7.22,29,Aeromonas,Good
1/30/2023 9:38,29.78,7.22,29,Aeromonas,Good
1/30/2023 9:39,29.77,7.22,29,Aeromonas,Good
1/30/2023 9:40,29.77,7.22,29,Aeromonas,Good
1/30/2023 9:40,29.76,7.22,29,Aeromonas,Good
1/30/2023 9:41,29.76,7.22,29,Aeromonas,Good
1/30/2023 9:42,29.74,7.22,29,Aeromonas,Good
1/30/2023 9:43,29.74,7.22,29,Aeromonas,Good
1/30/2023 9:44,29.75,7.22,29,Aeromonas,Good
1/30/2023 9:45,29.72,7.22,29,Aeromonas,Good
1/30/2023 9:46,29.69,7.22,29,Aeromonas,Good
1/30/2023 9:47,29.68,7.22,29,Aeromonas,Good
1/30/2023 9:48,29.65,7.22,29,Aeromonas,Good
1/30/2023 9:49,30.64,7.22,29,Aeromonas,Good
1/30/2023 9:50,30.61,7.22,29,Aeromonas,Good
1/30/2023 9:51,30.62,7.22,29,Aeromonas,Good
1/30/2023 9:52,30.6,7.22,29,Aeromonas,Good
1/30/2023 9:53,30.6,7.22,29,Aeromonas,Good
1/30/2023 9:54,30.58,7.22,29,Aeromonas,Good
1/30/2023 9:55,30.56,7.22,29,Aeromonas,Good
1/30/2023 9:55,30.55,7.22,29,Aeromonas,Good
1/30/2023 9:56,30.56,7.22,29,Aeromonas,Good
1/30/2023 9:57,30.55,7.22,29,Aeromonas,Good
1/30/2023 9:58,30.55,7.22,29,Aeromonas,Good
1/30/2023 9:59,30.56,7.22,29,Aeromonas,Good
1/30/2023 10:00,30.57,7.22,29,Aeromonas,Good
1/30/2023 10:01,30.58,7.22,29,Aeromonas,Good
1/30/2023 10:02,30.58,7.22,29,Aeromonas,Good
1/30/2023 10:03,30.55,7.22,29,Aeromonas,Good
1/30/2023 10:04,30.57,7.22,29,Aeromonas,Good
1/30/2023 10:05,30.56,7.22,29,Aeromonas,Good
1/30/2023 10:06,30.56,7.22,29,Aeromonas,Good
1/30/2023 10:07,30.54,7.22,29,Aeromonas,Good
1/30/2023 10:07,30.54,7.22,29,Aeromonas,Good
1/30/2023 10:08,30.54,7.21,29,Aeromonas,Good
1/30/2023 10:09,30.54,7.21,29,Aeromonas,Good
1/30/2023 10:10,30.51,7.21,29,Aeromonas,Good
1/30/2023 10:11,30.51,7.21,29,Aeromonas,Good
1/30/2023 10:12,30.51,7.21,29,Aeromonas,Good
1/30/2023 10:13,30.51,7.21,29,Aeromonas,Good
1/30/2023 10:14,30.51,7.21,29,Aeromonas,Good
1/30/2023 10:15,30.52,7.21,29,Aeromonas,Good
1/30/2023 10:16,30.54,7.21,29,Aeromonas,Good
1/30/2023 10:17,30.55,7.21,29,Aeromonas,Good
1/30/2023 10:18,30.53,7.21,29,Aeromonas,Good
1/30/2023 10:18,30.53,7.21,29,Aeromonas,Good
1/30/2023 10:19,30.51,7.21,29,Aeromonas,Good
1/30/2023 10:21,30.52,7.21,29,Aeromonas,Good
1/30/2023 10:22,30.53,7.21,29,Aeromonas,Good
1/30/2023 10:23,30.5,7.2,29,Aeromonas,Good
1/30/2023 10:25,30.5,7.2,29,Aeromonas,Good
1/30/2023 10:26,30.49,7.2,29,Aeromonas,Good
1/30/2023 10:28,30.48,7.2,29,Aeromonas,Good
1/30/2023 10:29,30.48,7.2,29,Aeromonas,Good
1/30/2023 10:31,30.46,7.2,29,Aeromonas,Good
1/30/2023 10:32,30.43,7.2,29,Aeromonas,Good
1/30/2023 10:33,30.44,7.2,29,Aeromonas,Good
1/30/2023 10:34,30.43,7.2,29,Aeromonas,Good
1/30/2023 10:35,30.41,7.2,29,Aeromonas,Good
1/30/2023 10:36,30.42,7.2,29,Aeromonas,Good
1/30/2023 10:37,30.4,7.2,29,Aeromonas,Good
1/30/2023 10:38,30.4,7.2,28,Aeromonas,Good
1/30/2023 10:39,30.4,7.2,28,Aeromonas,Good
1/30/2023 10:40,30.41,7.2,28,Aeromonas,Good
1/30/2023 10:41,30.43,7.2,28,Aeromonas,Good
1/30/2023 10:42,31.44,7.19,28,Aeromonas,Good
1/30/2023 10:44,31.44,7.19,28,Aeromonas,Good
1/30/2023 10:45,31.42,7.19,28,Aeromonas,Good
1/30/2023 10:46,31.42,7.19,28,Aeromonas,Good
1/30/2023 10:47,31.4,7.19,28,Aeromonas,Good
1/30/2023 10:48,31.42,7.19,28,Aeromonas,Good
1/30/2023 10:49,31.43,7.19,28,Aeromonas,Good
1/30/2023 10:50,31.45,7.19,28,Aeromonas,Good
1/30/2023 10:51,31.45,7.19,28,Aeromonas,Good
1/30/2023 10:52,31.42,7.19,28,Aeromonas,Good
1/30/2023 10:53,31.42,7.2,28,Aeromonas,Good
1/30/2023 10:54,31.39,7.2,28,Aeromonas,Good
1/30/2023 10:55,31.39,7.2,28,Aeromonas,Good
1/30/2023 10:56,31.39,7.2,28,Aeromonas,Good
1/30/2023 10:58,31.36,7.2,28,Aeromonas,Good
1/30/2023 10:59,31.37,7.2,28,Aeromonas,Good
1/30/2023 11:00,31.37,7.2,28,Aeromonas,Good
1/30/2023 11:00,31.39,7.2,28,Aeromonas,Good
1/30/2023 11:01,31.38,7.2,28,Aeromonas,Good
1/30/2023 11:02,31.36,7.2,28,Aeromonas,Good
1/30/2023 11:03,31.36,7.2,28,Aeromonas,Good
1/30/2023 11:04,31.33,7.2,28,Aeromonas,Good
1/30/2023 11:05,31.31,7.21,28,Aeromonas,Good
1/30/2023 11:06,31.31,7.21,28,Aeromonas,Good
1/30/2023 11:07,31.33,7.21,28,Aeromonas,Good
1/30/2023 11:08,31.3,7.21,28,Aeromonas,Good
1/30/2023 11:09,31.29,7.21,28,Aeromonas,Good
1/30/2023 11:10,31.27,7.21,28,Aeromonas,Good
1/30/2023 11:11,31.27,7.22,28,Aeromonas,Good
1/30/2023 11:11,31.28,7.22,28,Aeromonas,Good
1/30/2023 11:12,31.27,7.22,28,Aeromonas,Good
1/30/2023 11:13,31.28,7.22,28,Aeromonas,Good
1/30/2023 11:14,31.27,7.23,28,Aeromonas,Good
1/30/2023 11:15,31.27,7.23,28,Aeromonas,Good
1/30/2023 11:16,31.3,7.23,28,Aeromonas,Good
1/30/2023 11:17,31.3,7.23,28,Aeromonas,Good
1/30/2023 11:18,31.31,7.24,28,Aeromonas,Good
1/30/2023 11:19,31.29,7.24,28,Aeromonas,Good
1/30/2023 11:20,31.27,7.24,28,Aeromonas,Good
1/30/2023 11:21,31.29,7.25,28,Aeromonas,Good
1/30/2023 11:22,31.29,7.25,28,Aeromonas,Good
1/30/2023 11:22,31.3,7.25,28,Aeromonas,Good
1/30/2023 11:23,31.29,7.19,28,Aeromonas,Good
1/30/2023 11:24,31.29,7.19,28,Aeromonas,Good
1/31/2023 11:25,23.3,7.5,28,Optimal,Good
1/31/2023 11:26,23.29,7.5,29,Optimal,Good
1/31/2023 11:27,23.29,7.57,29,Optimal,Good
1/31/2023 11:28,23.27,7.57,29,Optimal,Good
1/31/2023 11:29,23.25,7.58,29,Optimal,Good
1/31/2023 11:30,23.19,7.58,29,Optimal,Good
1/31/2023 11:31,23.27,7.58,29,Optimal,Good
1/31/2023 11:32,23.27,7.59,29,Optimal,Good
1/31/2023 11:33,23.19,7.59,29,Optimal,Good
1/31/2023 11:33,23.19,7.59,29,Optimal,Good
1/31/2023 11:34,23.25,7.6,29,Optimal,Good
1/31/2023 11:35,23.25,7.6,29,Optimal,Good
1/31/2023 11:36,23.25,7.61,29,Optimal,Good
1/31/2023 11:37,23.19,7.61,29,Optimal,Good
1/31/2023 11:38,23.27,7.61,29,Optimal,Good
1/31/2023 11:39,23.25,7.62,29,Optimal,Good
1/31/2023 11:40,23.19,7.62,29,Optimal,Good
1/31/2023 11:41,23.25,7.63,29,Optimal,Good
1/31/2023 11:42,23.25,7.63,29,Optimal,Good
1/31/2023 11:43,23.23,7.63,29,Optimal,Good
1/31/2023 11:44,23.21,7.64,29,Optimal,Good
1/31/2023 11:44,23.23,7.64,29,Optimal,Good
1/31/2023 11:45,23.23,7.65,29,Optimal,Good
1/31/2023 11:46,23.23,7.65,29,Optimal,Good
1/31/2023 11:47,23.23,7.65,29,Optimal,Good
1/31/2023 11:48,23.21,7.66,29,Optimal,Good
1/31/2023 11:49,23.23,7.66,29,Optimal,Good
1/31/2023 11:50,23.22,7.66,29,Optimal,Good
1/31/2023 11:51,23.2,7.67,29,Optimal,Good
1/31/2023 11:52,23.25,7.67,29,Optimal,Good
1/31/2023 11:53,23.19,7.67,29,Optimal,Good
1/31/2023 11:54,23.2,7.68,29,Optimal,Good
1/31/2023 11:55,23.25,7.68,29,Optimal,Good
1/31/2023 11:55,23.25,7.69,29,Optimal,Good
1/31/2023 11:56,23.27,7.69,29,Optimal,Good
1/31/2023 11:57,23.14,7.69,29,Optimal,Good
1/31/2023 11:58,23.15,7.7,29,Optimal,Good
1/31/2023 11:59,23.13,7.7,29,Optimal,Good
1/31/2023 12:00,23.12,7.7,29,Optimal,Good
1/31/2023 12:01,23.12,7.71,29,Optimal,Good
1/31/2023 12:02,23.14,7.71,29,Optimal,Good
1/31/2023 12:03,23.13,7.71,29,Optimal,Good
1/31/2023 12:04,23.13,7.72,29,Optimal,Good
1/31/2023 12:05,23.12,7.72,29,Optimal,Good
1/31/2023 12:06,23.13,7.72,29,Optimal,Good
1/31/2023 12:06,23.11,7.73,29,Optimal,Good
1/31/2023 12:07,23.13,7.73,29,Optimal,Good
1/31/2023 12:08,23.15,7.73,29,Optimal,Good
1/31/2023 12:09,23.13,7.74,29,Optimal,Good
1/31/2023 12:10,23.14,7.74,29,Optimal,Good
1/31/2023 12:11,23.14,7.74,29,Optimal,Good
1/31/2023 12:12,23.15,7.75,29,Optimal,Good
1/31/2023 12:13,23.12,7.75,29,Optimal,Good
1/31/2023 12:14,23.12,7.75,29,Optimal,Good
1/31/2023 12:15,23.11,7.76,29,Optimal,Good
1/31/2023 12:16,23.11,7.76,29,Optimal,Good
1/31/2023 12:17,23.11,7.76,29,Optimal,Good
1/31/2023 12:18,23.13,7.77,29,Optimal,Good
1/31/2023 12:18,23.11,7.77,29,Optimal,Good
1/31/2023 12:19,23.08,7.77,29,Optimal,Good
1/31/2023 12:20,23.08,7.78,29,Optimal,Good
1/31/2023 12:21,23.08,7.78,29,Optimal,Good
1/31/2023 12:22,23.08,7.78,29,Optimal,Good
1/31/2023 12:23,23.07,7.79,29,Optimal,Good
1/31/2023 12:24,23.07,7.79,29,Optimal,Good
1/31/2023 12:25,23.07,7.79,29,Optimal,Good
1/31/2023 12:26,23.07,7.8,29,Optimal,Good
1/31/2023 12:27,23.09,7.8,29,Optimal,Good
1/31/2023 12:28,23.06,7.8,29,Optimal,Good
1/31/2023 12:28,23.05,7.81,29,Optimal,Good
1/31/2023 12:29,23.03,7.81,32,Optimal,Good
1/31/2023 12:30,23.04,7.81,32,Optimal,Good
1/31/2023 12:31,23.04,7.82,32,Optimal,Good
1/31/2023 12:32,23.05,7.82,32,Optimal,Good
1/31/2023 12:33,23.07,7.82,32,Optimal,Good
1/31/2023 12:34,23.07,7.83,32,Optimal,Good
1/31/2023 12:35,23.08,7.83,32,Optimal,Good
1/31/2023 12:36,23.09,7.83,32,Optimal,Good
1/31/2023 12:37,23.07,7.84,32,Optimal,Good
1/31/2023 12:38,23.06,7.84,32,Optimal,Good
1/31/2023 12:39,23.07,7.84,32,Optimal,Good
1/31/2023 12:39,23.03,7.85,32,Optimal,Good
1/31/2023 12:40,23.01,7.85,32,Optimal,Good
1/31/2023 12:44,23.98,7.85,32,Optimal,Good
1/31/2023 12:45,23.99,7.85,32,Optimal,Good
